id,created_at,text
8.23324E+17,23/01/2017 00:20,.@MichaelNutter got a lot of great points into 140 characters here. We have to keep the momentum. https://t.co/Bd66lBPMEs
8.23324E+17,23/01/2017 00:18,"Scrolling through images of the #womensmarch is awe-inspiring. Hope it brought joy to others as it did to me.
https://t.co/29oaMvk3hU"
8.22903E+17,21/01/2017 20:27,"I stand w/ Nora Harren, a 17-year  from Boise, ID, &amp; every person marching for our values today. Onward! ✊✊🏾✊🏽✨… https://t.co/Zt8THPtAn8"
8.22846E+17,21/01/2017 16:39,"'Hope Not Fear'
Indeed. 
And what a beautiful piece by Louisa Cannell. 
#womensmarch 👊👊🏻👊🏼👊🏽✨ https://t.co/7h3Bzx79nB"
8.22823E+17,21/01/2017 15:07,"Thanks for standing, speaking &amp; marching for our values @womensmarch. Important as ever. I truly believe we're always Stronger Together."
8.22472E+17,20/01/2017 15:53,I'm here today to honor our democracy &amp; its enduring values. I will never stop believing in our country &amp; its future. #Inauguration
8.2187E+17,19/01/2017 00:00,"Indeed. Bill &amp; I have you in our thoughts &amp; look forward to you both being back on your feet soon, wild socks &amp; all… https://t.co/yUWSbJDnlH"
8.16426E+17,03/01/2017 23:28,Delighted that @NYGovCuomo proposed free college for ppl making &lt;125K in NY. A plan @SenSanders &amp; I worked hard on. https://t.co/V0aXjhxKpm
8.13499E+17,26/12/2016 21:37,The holidays are a time to be thankful for our blessings. Let's rejoice in this season &amp; look forward with renewed hope &amp; determination. -H
7.87431E+17,,
7.87421E+17,,
7.87412E+17,,
7.87383E+17,,
7.87379E+17,,
7.8737E+17,,
7.87361E+17,,
7.87351E+17,,
7.87339E+17,,
7.8732E+17,,
7.87308E+17,,
7.87296E+17,,
7.87115E+17,,
7.87096E+17,,
7.87083E+17,,
7.87065E+17,,
7.87056E+17,,
7.87042E+17,,
7.87032E+17,,
7.87029E+17,,
7.87009E+17,,
7.86992E+17,,
7.86985E+17,,
7.86964E+17,,
7.86958E+17,,
7.86957E+17,,
7.86957E+17,,
7.86956E+17,,
7.86956E+17,,
7.86954E+17,,
7.86954E+17,,
7.86952E+17,,
7.86952E+17,,
7.86952E+17,,
7.86949E+17,,
7.86942E+17,,
7.86939E+17,,
7.86929E+17,,
7.86898E+17,,
7.86749E+17,,
7.86735E+17,,
7.86722E+17,,
7.86702E+17,,
7.86693E+17,,
7.86677E+17,,
7.86658E+17,,
7.86639E+17,,
7.86635E+17,,
7.86621E+17,,
7.86613E+17,,
7.86613E+17,,
7.86612E+17,,
7.86612E+17,,
7.86611E+17,,
7.86611E+17,,
7.86611E+17,,
7.86611E+17,,
7.86611E+17,,
7.8661E+17,,
7.8661E+17,,
7.86609E+17,,
7.86609E+17,,
7.86609E+17,,
7.86609E+17,,
7.86607E+17,,
7.86606E+17,,
7.86594E+17,,
7.86583E+17,,
7.86557E+17,,
7.86532E+17,,
7.86396E+17,,
7.86374E+17,,
7.86374E+17,,
7.86372E+17,,
7.86361E+17,,
7.86353E+17,,
7.8634E+17,,
7.86332E+17,,
7.86307E+17,,
7.86306E+17,,
7.86306E+17,,
7.86305E+17,,
7.86303E+17,,
7.86303E+17,,
7.86302E+17,,
7.86301E+17,,
7.86299E+17,,
7.8629E+17,,
7.86281E+17,,
7.86275E+17,,
7.86273E+17,,
7.86269E+17,,
7.86264E+17,,
7.86258E+17,,
7.86246E+17,,
7.86244E+17,,
7.86241E+17,,
7.86238E+17,,
7.86227E+17,,
7.86221E+17,,
7.8621E+17,,
7.86174E+17,,
7.86038E+17,,
7.8601E+17,,
7.86003E+17,,
7.85986E+17,,
7.85983E+17,,
7.85979E+17,,
7.85974E+17,,
7.85968E+17,,
7.85961E+17,,
7.85959E+17,,
7.85959E+17,,
7.85955E+17,,
7.85951E+17,,
7.85946E+17,,
7.85937E+17,,
7.85933E+17,,
7.85932E+17,,
7.85932E+17,,
7.85931E+17,,
7.85931E+17,,
7.85931E+17,,
7.8593E+17,,
7.85929E+17,,
7.85929E+17,,
7.85928E+17,,
7.85928E+17,,
7.85928E+17,,
7.85928E+17,,
7.85927E+17,,
7.85927E+17,,
7.85926E+17,,
7.85914E+17,,
7.85907E+17,,
7.85895E+17,,
7.85889E+17,,
7.85881E+17,,
7.85876E+17,,
7.85869E+17,,
7.85867E+17,,
7.85858E+17,,
7.85851E+17,,
7.85844E+17,,
7.85827E+17,,
7.85817E+17,,
7.85693E+17,,
7.85659E+17,,
7.85646E+17,,
7.85639E+17,,
7.85634E+17,,
7.85632E+17,,
7.85629E+17,,
7.85622E+17,,
7.85616E+17,,
7.85601E+17,,
7.85591E+17,,
7.85585E+17,,
7.85568E+17,,
7.85567E+17,,
7.85566E+17,,
7.85565E+17,,
7.85563E+17,,
7.85562E+17,,
7.85562E+17,,
7.85561E+17,,
7.85555E+17,,
7.85548E+17,,
7.85544E+17,,
7.85524E+17,,
7.85519E+17,,
7.85512E+17,,
7.85502E+17,,
7.85493E+17,,
7.85488E+17,,
7.85473E+17,,
7.85456E+17,,
7.85454E+17,,
7.85346E+17,,
7.8533E+17,,
7.85325E+17,,
7.8532E+17,,
7.85319E+17,,
7.85319E+17,,
7.85316E+17,,
7.85315E+17,,
7.85313E+17,,
7.85312E+17,,
7.85311E+17,,
7.8531E+17,,
7.8531E+17,,
7.85309E+17,,
7.85307E+17,,
7.85307E+17,,
7.85306E+17,,
7.85305E+17,,
7.85305E+17,,
7.85304E+17,,
7.85304E+17,,
7.85303E+17,,
7.85302E+17,,
7.85301E+17,,
7.85301E+17,,
7.853E+17,,
7.853E+17,,
7.853E+17,,
7.853E+17,,
7.85299E+17,,
7.85299E+17,,
7.85298E+17,,
7.85298E+17,,
7.85298E+17,,
7.85298E+17,,
7.85297E+17,,
7.85297E+17,,
7.85297E+17,,
7.85296E+17,,
7.85296E+17,,
7.85296E+17,,
7.85295E+17,,
7.85294E+17,,
7.85294E+17,,
7.85293E+17,,
